timestamp,lat,long,speed,heading,duck_id,taxon
2008-03-04T17:00:00Z,47.7295,8.9891,NA,NA,Argos 77189A,Anas platyrhynchos
2008-03-05T13:00:00Z,47.7295,8.9885,NA,NA,Argos 77189A,Anas platyrhynchos
2008-03-12T09:00:00Z,47.73083,8.993,NA,NA,Argos 77189A,Anas platyrhynchos
2008-03-12T13:00:00Z,47.73067,8.9926,NA,NA,Argos 77189A,Anas platyrhynchos
2008-03-12T23:00:00Z,47.74167,8.9826,NA,NA,Argos 77189A,Anas platyrhynchos
2008-03-13T09:00:00Z,47.7295,8.989,NA,NA,Argos 77189A,Anas platyrhynchos
2008-03-13T13:00:00Z,47.73017,8.9936,NA,NA,Argos 77189A,Anas platyrhynchos
2008-03-14T09:00:00Z,47.72933,8.9891,NA,NA,Argos 77189A,Anas platyrhynchos
2008-03-14T23:00:00Z,47.7415,8.9823,NA,NA,Argos 77189A,Anas platyrhynchos
2008-03-15T09:00:00Z,47.72933,8.9888,NA,NA,Argos 77189A,Anas platyrhynchos
2008-03-15T13:00:00Z,47.73033,8.9936,NA,NA,Argos 77189A,Anas platyrhynchos
2008-03-15T23:00:00Z,47.74083,8.9841,NA,NA,Argos 77189A,Anas platyrhynchos
2008-03-23T09:00:00Z,47.80417,8.6661,NA,NA,Argos 77189A,Anas platyrhynchos
2008-03-24T09:00:00Z,47.79833,8.6706,NA,NA,Argos 77189A,Anas platyrhynchos
2008-03-31T13:00:00Z,47.8065,8.74,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-03T09:00:00Z,47.8065,8.7398,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-04T09:00:00Z,47.80617,8.7401,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-04T13:00:00Z,47.806,8.7401,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-05T09:00:00Z,47.80633,8.7401,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-06T09:00:00Z,47.8065,8.74,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-07T09:00:00Z,47.8065,8.693,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-08T09:00:00Z,47.80817,8.693,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-09T13:00:00Z,47.806,8.7401,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-10T09:00:00Z,47.81183,8.6881,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-11T13:00:00Z,47.80717,8.74,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-11T17:00:00Z,47.807,8.7403,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-12T23:00:00Z,47.80667,8.7403,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-13T05:00:00Z,47.79883,8.7456,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-13T09:00:00Z,47.80517,8.7401,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-13T13:00:00Z,47.80617,8.74,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-13T23:00:00Z,47.80633,8.7396,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-14T05:00:00Z,47.80667,8.7401,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-14T09:00:00Z,47.80517,8.7406,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-14T17:00:00Z,47.80967,8.7308,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-14T23:00:00Z,47.80683,8.741,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-15T05:00:00Z,47.809,8.7346,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-15T13:00:00Z,47.80983,8.731,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-15T17:00:00Z,47.81067,8.7328,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-15T23:00:00Z,47.80667,8.7406,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-16T09:00:00Z,47.80517,8.7401,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-16T17:00:00Z,47.80517,8.741,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-16T23:00:00Z,47.80667,8.741,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-17T09:00:00Z,47.805,8.741,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-17T23:00:00Z,47.80667,8.741,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-19T09:00:00Z,47.80517,8.7401,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-19T13:00:00Z,47.80533,8.7408,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-19T23:00:00Z,47.80533,8.741,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-20T09:00:00Z,47.80517,8.7405,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-20T13:00:00Z,47.80517,8.7403,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-20T23:00:00Z,47.805,8.7378,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-21T05:00:00Z,47.80517,8.7411,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-21T13:00:00Z,47.80517,8.7408,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-21T17:00:00Z,47.80517,8.7408,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-23T13:00:00Z,47.80483,8.7406,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-24T13:00:00Z,47.805,8.7411,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-24T17:00:00Z,47.805,8.7376,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-25T05:00:00Z,47.81117,8.7363,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-25T09:00:00Z,47.805,8.7405,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-25T13:00:00Z,47.805,8.7403,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-25T23:00:00Z,47.807,8.7405,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-26T17:00:00Z,47.8075,8.7443,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-27T17:00:00Z,47.807,8.7315,NA,NA,Argos 77189A,Anas platyrhynchos
2008-04-30T17:00:00Z,47.804,8.738,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-06T05:00:00Z,47.804,8.7376,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-06T09:00:00Z,47.80383,8.7356,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-06T17:00:00Z,47.804,8.7365,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-07T17:00:00Z,47.80383,8.7365,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-07T23:00:00Z,47.80667,8.7396,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-08T05:00:00Z,47.8035,8.735,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-08T17:00:00Z,47.80467,8.7353,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-09T05:00:00Z,47.80383,8.734,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-09T23:00:00Z,47.804,8.7348,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-10T05:00:00Z,47.8035,8.7366,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-10T09:00:00Z,47.80417,8.7358,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-10T23:00:00Z,47.807,8.7315,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-28T17:00:00Z,47.731,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-28T23:00:00Z,47.73117,8.9921,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-29T09:00:00Z,47.73267,8.9906,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-29T17:00:00Z,47.73033,8.9928,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-29T23:00:00Z,47.74167,8.9825,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-30T09:00:00Z,47.73,8.9936,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-30T17:00:00Z,47.73067,8.993,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-31T09:00:00Z,47.73867,8.9845,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-31T13:00:00Z,47.73867,8.9848,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-31T17:00:00Z,47.73067,8.993,NA,NA,Argos 77189A,Anas platyrhynchos
2008-05-31T23:00:00Z,47.7415,8.9825,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-01T05:00:00Z,47.7415,8.9825,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-01T09:00:00Z,47.74133,8.9825,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-01T13:00:00Z,47.73067,8.9931,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-01T17:00:00Z,47.73067,8.992,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-01T23:00:00Z,47.74117,8.9825,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-02T05:00:00Z,47.7415,8.9825,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-02T09:00:00Z,47.73867,8.9843,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-02T13:00:00Z,47.73067,8.9926,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-02T23:00:00Z,47.74133,8.9823,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-03T05:00:00Z,47.74133,8.9823,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-03T17:00:00Z,47.73067,8.992,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-03T23:00:00Z,47.7415,8.9821,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-04T09:00:00Z,47.73067,8.992,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-04T13:00:00Z,47.7385,8.9846,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-05T05:00:00Z,47.7385,8.9848,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-05T09:00:00Z,47.739,8.9848,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-05T17:00:00Z,47.73883,8.985,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-05T23:00:00Z,47.74133,8.9823,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-06T05:00:00Z,47.73833,8.9843,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-06T09:00:00Z,47.73917,9.0005,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-06T13:00:00Z,47.739,9.0005,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-06T23:00:00Z,47.74133,8.9823,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-07T05:00:00Z,47.739,9.0005,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-07T09:00:00Z,47.76267,8.965,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-07T13:00:00Z,47.73083,8.992,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-08T05:00:00Z,47.73917,9.0005,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-08T09:00:00Z,47.731,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-08T13:00:00Z,47.731,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-08T17:00:00Z,47.73083,8.993,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-09T05:00:00Z,47.73917,9.0005,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-09T13:00:00Z,47.73083,8.9921,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-11T17:00:00Z,47.73917,9.0005,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-14T17:00:00Z,47.73067,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-15T17:00:00Z,47.7305,8.992,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-17T05:00:00Z,47.73883,9.0011,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-17T17:00:00Z,47.73083,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-18T05:00:00Z,47.731,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-18T09:00:00Z,47.73083,8.9925,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-18T17:00:00Z,47.731,8.9926,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-18T23:00:00Z,47.731,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-19T05:00:00Z,47.7285,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-19T09:00:00Z,47.73067,8.9931,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-19T17:00:00Z,47.7315,8.9916,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-20T05:00:00Z,47.731,8.9918,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-20T09:00:00Z,47.73083,8.9916,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-20T17:00:00Z,47.7305,8.9921,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-21T09:00:00Z,47.73083,8.9918,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-21T13:00:00Z,47.73067,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-21T17:00:00Z,47.73083,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-21T23:00:00Z,47.731,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-22T05:00:00Z,47.73067,8.9921,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-22T13:00:00Z,47.73067,8.9918,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-22T17:00:00Z,47.73083,8.9921,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-23T05:00:00Z,47.73083,8.9921,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-23T09:00:00Z,47.73067,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-23T13:00:00Z,47.73083,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-23T17:00:00Z,47.73133,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-23T23:00:00Z,47.731,8.9921,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-24T05:00:00Z,47.73067,8.992,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-24T13:00:00Z,47.73083,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-24T17:00:00Z,47.73083,8.9921,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-25T05:00:00Z,47.73083,8.9918,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-25T09:00:00Z,47.73083,8.9918,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-25T13:00:00Z,47.73067,8.9921,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-25T17:00:00Z,47.731,8.9921,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-26T05:00:00Z,47.73083,8.9918,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-26T09:00:00Z,47.73083,8.9918,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-26T13:00:00Z,47.731,8.9925,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-26T23:00:00Z,47.73083,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-27T05:00:00Z,47.73083,8.992,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-27T09:00:00Z,47.73067,8.9921,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-27T17:00:00Z,47.73083,8.9921,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-28T05:00:00Z,47.73083,8.992,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-28T09:00:00Z,47.73083,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-28T17:00:00Z,47.73083,8.9921,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-28T23:00:00Z,47.73083,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-29T05:00:00Z,47.73067,8.9926,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-29T09:00:00Z,47.73083,8.9916,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-29T17:00:00Z,47.73083,8.992,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-30T09:00:00Z,47.73083,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-30T13:00:00Z,47.731,8.992,NA,NA,Argos 77189A,Anas platyrhynchos
2008-06-30T23:00:00Z,47.73067,8.993,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-01T17:00:00Z,47.73083,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-02T13:00:00Z,47.73033,8.9926,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-02T17:00:00Z,47.731,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-02T23:00:00Z,47.73083,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-03T05:00:00Z,47.73083,8.9916,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-03T17:00:00Z,47.73067,8.992,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-03T23:00:00Z,47.73083,8.9921,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-04T05:00:00Z,47.73083,8.9913,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-04T13:00:00Z,47.73067,8.993,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-04T17:00:00Z,47.73083,8.9915,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-05T05:00:00Z,47.73067,8.9918,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-05T13:00:00Z,47.73117,8.9923,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-05T17:00:00Z,47.731,8.992,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-05T23:00:00Z,47.7305,8.9925,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-06T05:00:00Z,47.7385,8.9846,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-06T09:00:00Z,47.731,8.9913,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-06T13:00:00Z,47.7385,8.9848,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-07T13:00:00Z,47.73917,8.985,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-07T23:00:00Z,47.74167,8.9821,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-08T05:00:00Z,47.7415,8.9825,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-08T17:00:00Z,47.7415,8.9821,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-08T23:00:00Z,47.74133,8.9825,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-09T05:00:00Z,47.74167,8.9823,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-09T13:00:00Z,47.73867,8.9848,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-09T23:00:00Z,47.7415,8.9821,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-10T05:00:00Z,47.7385,8.985,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-10T09:00:00Z,47.73967,8.9843,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-10T13:00:00Z,47.74167,8.9821,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-10T17:00:00Z,47.738,8.9855,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-11T05:00:00Z,47.7415,8.9825,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-11T13:00:00Z,47.7415,8.9821,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-11T17:00:00Z,47.7415,8.9821,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-11T23:00:00Z,47.74183,8.9826,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-12T05:00:00Z,47.73867,8.9848,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-12T13:00:00Z,47.7415,8.9823,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-12T17:00:00Z,47.7385,8.985,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-12T23:00:00Z,47.7415,8.9821,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-14T05:00:00Z,47.74167,8.9825,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-14T13:00:00Z,47.74167,8.9825,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-14T23:00:00Z,47.7415,8.9821,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-15T05:00:00Z,47.73783,8.9856,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-15T13:00:00Z,47.73783,8.9856,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-15T17:00:00Z,47.74167,8.9826,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-15T23:00:00Z,47.74133,8.982,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-16T13:00:00Z,47.7415,8.9821,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-17T09:00:00Z,47.73917,9.0005,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-17T13:00:00Z,47.73867,8.9851,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-18T09:00:00Z,47.7415,8.9828,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-18T17:00:00Z,47.74167,8.9823,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-18T23:00:00Z,47.74117,8.982,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-19T05:00:00Z,47.73783,8.9858,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-19T09:00:00Z,47.74167,8.9826,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-19T13:00:00Z,47.74133,8.9825,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-19T17:00:00Z,47.73783,8.9856,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-19T23:00:00Z,47.7415,8.9826,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-20T05:00:00Z,47.742,8.982,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-20T13:00:00Z,47.74133,8.9823,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-20T17:00:00Z,47.7415,8.9823,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-20T23:00:00Z,47.73083,8.9926,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-21T05:00:00Z,47.738,8.9858,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-21T09:00:00Z,47.7385,8.985,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-21T17:00:00Z,47.7415,8.9823,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-22T09:00:00Z,47.73833,8.9855,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-22T17:00:00Z,47.74167,8.9823,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-23T05:00:00Z,47.73783,8.9858,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-23T09:00:00Z,47.73833,8.9851,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-23T17:00:00Z,47.74167,8.9825,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-24T05:00:00Z,47.74117,8.9823,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-24T17:00:00Z,47.74167,8.9825,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-24T23:00:00Z,47.73067,8.993,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-25T23:00:00Z,47.73083,8.9925,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-26T05:00:00Z,47.74167,8.9825,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-26T09:00:00Z,47.73767,8.9858,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-26T13:00:00Z,47.73833,8.9856,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-26T17:00:00Z,47.74167,8.9825,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-26T23:00:00Z,47.731,8.9925,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-27T05:00:00Z,47.74167,8.9825,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-27T09:00:00Z,47.74167,8.9823,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-27T13:00:00Z,47.73767,8.9856,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-27T17:00:00Z,47.742,8.9818,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-28T05:00:00Z,47.74167,8.9821,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-28T13:00:00Z,47.73783,8.9858,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-28T17:00:00Z,47.7415,8.9825,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-28T23:00:00Z,47.73067,8.9931,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-29T05:00:00Z,47.74167,8.9823,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-29T17:00:00Z,47.74167,8.9821,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-29T23:00:00Z,47.73033,8.9931,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-30T05:00:00Z,47.7415,8.9821,NA,NA,Argos 77189A,Anas platyrhynchos
2008-07-30T09:00:00Z,47.73133,8.9921,NA,NA,Argos 77189A,Anas platyrhynchos
